query_id,answer
0LomaIFLTgO5AAX9,6861cbb5c631c869 8ef7ccb489a17e30 e0afec1ec2722852 d0e4506880817657 8e59d09cda83c05e 0222bb4c05032627 29eab5c89565c182 d15feb874813bcc5 0dc9665700018e7f 22e3649e1b63e34f 50207dd46f67137a 3290b415b83bc569 d83e8501e971c015 9655ad5d41266a0d 6c21da84212f1f70 8833cca1d9da088e f6dee57f77558097 15adc305940dee9c b7a81e2a0fe8c5fe 57d8106406bb7d3b f45f1e3ef36dceb3 e1bfd544133196c9 9a3d7a7e9ac63288 1b80658798e4d9d2 8f62d3b5ad0e72ea 36c01c1d0cb92912 016d861f2825cc40 97b5b508486267ab 0c64f7a8bc9ef5a4 5ab7bed165ff25ff 68bd13067eb46e4a 14b1206a3c757ac2 1a8caac0667f989e 0d785d70cfec269d 3e44d8ea6122c378 1d0eda9f8b87b7af 9283cff74607813b b386ce31cbfb21e1 57b8ab3c46a93359 28ea7e7948eed645 8d348b9df58e56f6 1e129a62571aad21 db15543c9b682268 acd505de0c9bb6a4 2e507a4b0f13d4da edd8211c0aac76fb 33af644689b1d621 e114f844486f0470 8bc642dac28a47a5 d753081a0d6310ec
0Mflm159FSXnIMGN,70b975c26706648c 2f186579cf013cbb 40ad8ef37446a07f e1539036194e8ff4 cb8b303882f52a06 7e51c67d5debd8f4 f1d111dc0a54a716 636b7b55919f6fd4 2befc56e7db93bfa d92fa9fcf2785778 cdd0422cffb53a5c 6104666de0b4ba3d d06466b628a824be c7e4f73b8b954d38 4104e3db6124a027 eb4568abfbef6c4a 177d2763147d49dd 7c9a747ffb27eca6 f9c7961cef0a1f5e 2f41fd51b45203eb 56657642a12fcfbb dd93bec048ab3bb6 34cf77de05017605 5b19ee9105f587e4 e64038e4962e8ec3 b9ff53d7ed37bfa4 0df95a2f6e783aa3 0eebd3d6168c5cfd 09f0d1660be447a4 74e1906922f0df53 6aaa7764fba50310 c2e9caa83f4d67af 01d993f869b69521 53887da24b0309b1 3253bef3209edfd2 fb65cd8599a72b9a f71f8ad10f5e9bd3 28ddaea6371a3c9a 57183a81529c0d35 2e7aad5a16604709 b7b71762aa56832a 37051dc178a35fa7 0aec15b185d8f193 951de776de56c518 151bd50dc372049c 497dac996b711a4d de5f43f52cea02fa 684da5026d0a5d86 f526b4b5bba8fbe3 d4b2a450b8cf1ba8
0NM1zN0GFc1EMWmS,f293790e0fc7498e 6ff8491ea4490c77 6cfb08716abeed58 81245782143e2996 6b9790ddf18fdd18 fa55e79ccfaa08f7 6e01d1fb28b3f3c9 c685995707448700 d5db24cb6402e2fd e1e7742444e5e147 d47af97933f9c82b a1eb37b90d1f9e93 97aca733c3d9c6c3 d157ef9235932fa4 a0238e60537ff24a bc7a1453ca4f3ecb 4f40fb58d63b8fff 27bf184a8d37de6d e1858fcb69d1f054 450c596dd19a090f 30f696ddca06d493 61d0c4ed21e4cc5a e66560f5571eb916 6f7c374c8c8257e6 45751ba9f5ef2a7b a7805f280da53d7e 819fe7647608dfd8 7cd2538c3aa1aeae 21eb972010552ed5 129210280f49835a b521e9e6f8a589e3 916fbf4523f7f4e7 8f913e791f9bc857 b055b68db4a16a0f bc299b3c59626681 1ae5b0ec3a53ace4 1d6afb6ce81a9ee4 f0163dabccdb33e8 1e715c4d189cf4fa 27751d4b073f562f d6d1605f7dd4c950 8673e52d7a10e87d 24d59eaaadc3eeaf 13466b849d2cb3eb 10bee1818a0883be de62708faf082815 09eedecfe986f358 711a39c20122c4f1 91783760823afbb0 b4b2f1c719823568
0OKxncUz7g1LNp5a,a83b0142a12e3f69 1878f9f45c34339c 9ab2a76cbdb890d0 5783f507aac10833 e1ac322f8510547b dc96e71999cebf95 ed2e1c4ba1499b14 521cb3b3f975a072 9fba4f644467f967 376bccba3ee425d6 bf2496e6ac80a827 3f98020d80bc44c8 e09e869d2efb3e32 9191db5ccabe44b8 b2f6ed60943b93ab 37fce6cf083b874b 2390ad208d77ef9b 7d57569fae37af3c ea5f552b5ad6a04e 06c4431c152c1b44 26627129cb663b85 e8980260ee7bbf9d 91cac6cb20684f07 e5308dbf83af63ef d820cf6d860309b0 63cb5a3bca8e3e24 313b06e855cf70b0 f1e03530226f3462 803f4d552b0c149e b516ae034dd0ceb9 681cf9a2b327b30a 72068a4205ecc1f3 7f6f621f339892ae 9665a0f4e0eae1fd 286bb18746a463ad 0cd2acc6b43e027d fcf9389998d1475e 1bfc6125504cc43d 5e27d5bb904b7557 7d21ee1566f421c9 d8c6005701c81757 d446914f935530a3 b7b483b8e71961fc 659f6635e09bdb6f 3f187b7c9dc6eaf2 b148b710b6c45fef 706ca4592aa54af4 fcbc7c91c92a75e5 85961f4a1ce4630b 30e2f5731dab68a0
0PC1PTQe6YNgE2D1,4aa253e70305fee4 1055fbd5036a22af 7a31bdee7f2c62fc 989d1886f97ad6fa b9ef657519a124b0 549cb20372ba18f8 6ceccd3e851ed920 259feb21984471ab 3f920f7e020b2061 266225e16302896c 6dcd976b1bcb7a97 092877fc4f5bd3bc 8bb3d4cfe2d4ecb0 a0d9d7a40de86e81 7b5d2322d5924b7c 1e2db2933607eff4 dfea730e4ac94d28 e24d39c81e417a5e ec280bbb54f5d718 d333824bb4e2612e c2a5dcd29d5e3dd6 237cd5c266774d8e 5d8df55a65386b97 95bdc0d574718fdb 4cb4975d277eb4c6 65fe6d7702d1e21b 45e53930f724f7a4 90bad1b3a67ae652 221cf2b811964f3e 2e7a7374bdd30aae 845b2fad8998b58f 5edcb362981b23e2 974c0decc7df0224 ba51e84a8d54a5fc 89cdc5bc8344250f e22c5317a6dfa581 bf0a1bc2e5b822d2 258278101c240e31 ac7c8a1ab0f38e98 2b6c1a6f1439f8cf de8c9d09eb2ecea1 e11e85e49d28d74a bc728997b06e0ef1 32e4a1fb9a58b8ce dfad25fe701a0657 db2b1da908fd6225 19129f922f2657d9 5b5fe4db1d3d7143 6e72e15f2b86bf86 3fd561d52a9516d1
0REMYoSgs4ezzA2g,28abfb3eaec5b715 989454df1ab43299 330fd23980224b20 6451c81867eaec88 25a93d2c723bc193 d4ed43fe7470d077 de461faa45998c6a 92fa801754778c5f 0802fd41ac44ac40 0a977040b0d75e3a 62002f42a192ae41 e01f37b400f01a99 bbb5f1da6937e39f ccd3d5a3d98c1b63 b84ecb02cf253646 b71457df41d3a48d 30677d8c24b3f76a 70368893064be4c5 be37e0e2672d3222 d27ed454399cf53f 828d4768f8cecc6d 96f9e969acdff3e2 0d4124641238b372 8bd058f0a673bc60 aaead6d98567963a 6292656f8fb936d7 4ae5d946acf4a984 0a6c422214946d72 6a74863030b2baa8 b421aec1867a21d3 be6ca59acf669ca7 0831f58c23381620 257e1a9afc2268c9 3abcce6302efe908 dfc8c32cd93e6617 0723707b1fe202fa a439d1117c8959db d67a4e64b2efcb96 4ffa118515eaa644 085da7a99bab2bd3 c79e3863bc3a970a 209b7a62ef1b10cb a4de8357c0bf6873 677dcd904ace7909 adcb0d09d35e8d66 5478df2d61aa66a2 072c556cc21ba3dc 3fe52b04ae95b4e7 b15b35c97cf4d0e3 a66242ec92794cf5
0RPlHpj6fkMpjLKI,3c09b00edf7feca3 856025c18295426d c2c233094611c17a bdadce24b452dc6c 8de5ce519182ef2a 60c3bbc6fcc9574b fee9706cdc957809 d40e02daddf4c4f2 fe6301a3b3a3ae3a 9e84f799e6064c93 83c2ce3692b1049d ea234e4422d664ff e40d48a692477c64 8d7b649f424c4834 4953a7ceb80d0c7a 351401ae9a93b772 fe80e6d5862594c8 86e2e8b422e6f18c 09c72072ef4497b7 42ae9f9d775bfbe1 a8bec54f368d2be5 9e830df742164fdd 446bc16bc7ffc89c 2293623cfc5fa80d f215a600549a4908 107b3c81b2d87e65 55f5d9129198bd7b 52bf179f0951c6a0 97e847a1f78c87a9 5edc95d16c6bd039 8d18c32070179565 0d5b7a99853aeebc 1ca8937a359f1336 45859ee64526402b 062dfddbdaf76bc0 8a0b6ded1c40a587 98882aeb1997462b c31c452d35394110 f469ffd44a0a848f 6080286da2f1a6fb beb3108034455d35 b949a63574a41a64 45516931c04a70f8 e631b658defe9ea4 976fec91ebe59cd5 913d716c8befb231 e39fb527f238bd45 0161825553f8a592 42eb6d2adfe930e2 196e407f12afaf02
0VW8hlnBNMU5xegP,1319b5190dfc27d5 faed66292a86344a 51e1c84f02b9ce42 2fb42b45eb198416 97bd012396e70c12 4e54a0d0d542323a 7b496af9088ccc07 74d075e80b5f5f5a 3817dde0804ad1b7 3641049f5bd1da29 378eced11647c628 9d23e83a90dc0377 b6f40e3ea46ea185 b170cc20c6fea731 947e413851b123b6 229525989097ca26 affed18846fe6b7f 869a7ee8257c0c70 72551c2668da9c93 b57e8c56bd0f4bab 5e79d07de234c463 23257c1fbe5437c2 750ebb6d7231d996 d55e5ceeb4a8f606 913ea43b52d90368 894a2becc50e5eea 6a98e8d7ec15fac6 b13bb237d52e6e4f 894eae4baf612cc1 f3796dbcde61eeba 48116645d7cd5245 ec4201d762a22ef5 16745c3ed8bb0569 67fabad0c29a6c4f c19dfb288e4bf3cc 6d824aa1932c7bab 4cb520566b296d4b 4dcd71adc7b2902b 135f3f2dd62d70fb 3480503fe222918a 4b7da45fcf853d0d 47a883a84ccf4539 3009a32572a423c7 10e1eb3efd65f2b2 53fb3b5137b14f64 98550b70cc30c9f5 ce89b773c9974431 fc7d1b581ded60f8 59fdc569af03e0d7 8e7c5fa0d0bbfb96
0amOVcihAvqi5bZi,fff3e3ea45e68e1d 8564470311930fb8 9e9b149ab02f7b47 19821a23aca5ff61 8ccbe8977c7c0b3e bf8f1288dd439641 5162d58a2241be9f ef91e1fcf80c2b6c f89ac7b7d1c41e7b 61d4c77ecaa6b3b6 f2030d22e2d14588 95b97eac12023044 6dd7209638fe20e2 5043c93d88e186eb 86d8e259af2c8d45 bd0cd191f308f582 b13d7d8fa986741d b3b37bdb9b8d40c9 60a6ebec8606840f 41ec5af31478de19 74423bba25356133 85bbdced4a8e52ab b00d44be97b40ea3 318de4031377ae09 ba45e785273b73d9 6d33a38efdf7aa19 bb27e85f6798740a 6f833279c19b6e9a e5e725f8ba9293b3 0bb51ac9baafe886 a7e3afceea0d87f3 543767368208f6cf c7728201b123124d d30014abdc6d1471 d665cc83803f97b5 6b26a7a4fc8113d0 73fc8ad9c4acdb3e 2581691373a1b114 67a22b4484c27d08 6f7e31056ff9e02e 4beeee3b1d02714e 9ac5b86445e0950e 98de7146a18e70bb 59f2eb5a0e06fa2e 89adc6e8bf763086 d0393b1914042d59 67890b1e383dc0d3 ce4196d66e55eb8d 116d137c05f2a120 e1b88a916814b1fe
0bWcEBEtxW0BrYte,6904b82693130277 14c8b92ab620bf1f 3da9670a022ccba0 30bbc02450dbf302 7ef07759bfa4b899 afc51170f78a25dc 7bee7de04f322c42 06422cf7bb086e2b d8f6ce95b845424a 41dc85f385a1b761 9161b41643c54272 f1b61d50b7f803b2 a95477e1fc55057c c6f52b711ed8c270 0858eb00755a1ab5 abc6b542f19ead2b bfa0ac52de573917 8730a81848283775 c687daa5132625e6 21799d9b02749559 6c8dd01417a7b484 1dce9b416adb37e7 9974b5a09971c1d5 db5fb4376cbf93ec 26ada0e48f9607a0 d8b895d30a0c9a98 4849195dd4f6b18f 7f26b00acbc8465a 1c44df7a66573681 fbd8bb200c27c20d 0d193e045bda0936 f1848cd0b2f4d9e6 9d6a5c1994547950 43e51a46681d4d36 08a32b4a9ceae368 3ee04df9401c5947 663cfb5750ad4b6c 85acf02e6ab1970d 7880df12fd476e1e 50803739b67226f8 e923b0b8fdb9f452 93ccaccd9ef1a81e cb0a81886aec153d d974b4f37ab05cdb da77b8928153bc24 0093440cd621bfca 2e84fb8e828aba15 65738a1d3c842506 79bbfee14914d39a bda268c7def35bbb
0bss99ED1qtFS1Dl,910eee2c95563fd8 a827ff5691e8c9f6 540c9515396cae58 efb255bdd617d34c bf95c8b477a1d55b 96178d95b32cf64c 1e8f43a2b511e916 2624df5cb1ea7b6e 17410b098c8c79ce 8a20b6023a8d4405 2d28725d561c6ce7 8fd57cb0a0a7bfc7 146d17086f62ecad 0cd11a89a4326463 2a645afa69bc16e7 19d63ef6e2efaa10 420a0fac1e3045c7 d31626451c2b6eb8 836720bc18726d90 734b18429374d16c c4a6a8d9669bd0fb 3662e946f704bf44 153bc5ba89d5fb45 8ba04ebfa69041c4 47a4f5f667f53c39 407998dff596bda1 ec724bb122df7f41 7358456c54356853 1e129a62571aad21 f6df3edf65b14490 8bb6e488abe8a38d 8d640472a95fb28f bed09e9a4b741e46 9cd6fc97c56d4501 b10006a060aa29dd ba82edd5c84b4664 e9893322827e890e 7dcbe242ec892326 e4d058b42063f90e beaef36ca593f7e7 f6552531ffa185c2 391cb73c4633d9d6 ea4b4a82a58600f6 2247f286eeac1cce d8c2dff4cb4455d9 cd4f405fa43d183a 131183cc44a3d309 d9208191a0b5f14d 1ff4c5aa4d016211 a933c4c5eca98665
0gOxGZ6XEgtEX8RX,57d03595cff5d479 d0e2692f2bfec5a5 0e645e591dc6e035 a65c86e666b3258a 52236859f5a14542 4eea191e7390c93a 29cd5e907b96e2d4 9b876462a53d63b1 b712200473551e0a 5c2322b51a443490 4134afcdacb85c94 f732525990c2eb6f f9f09fe619b5018f a540c6dfb367de5d 39cdf681f4f1f176 b793215e8e627a67 89741f3801bb278d 8361c9fa8c571b7a a6c9c2edc9e1a9d0 e09bacd1bed40609 14dea1b9bfafe87f 46eded04284fe2ee dc3d83c8dabb7e5c a40a65e2d80a9709 ecca5381a9ec2b58 e0bb99daad215d67 46572c47355e6832 a8a1987572944c82 ff65f0422c833aa5 8bbaa5e66a9bfc30 5d76e773811152c5 92d04addf4d8e356 10aebf9e85061673 06393a87237c3e19 7d6e86b1e0279203 984aaa4d8dedae32 3a2951921175e4ef b6aba855668be992 734e763f664c9e88 fa3f7cf8261c6700 6514752ef974ed61 8599073f49a4d9a3 2d4af88ea814d9ae 75e8a9038f7bf4cd d8ac65f9a0b6ccad 7ffa17ceabbfce8a 54ac4dd008a40fa6 14da3cb010fdb23a eb1b9a98528c8f86 6a31ef26b9cb17d9
0hSN651avx2MF37v,34ae500340788c47 df688ac8874e8906 7f262cc2e9c6955c e71d79d15b6f7ba8 193abac48ef7310c a3c8b0de9b7681da 4f02d977ea8da1f2 eda8725208b596fd 67def2b279ea97d4 48f636ad41010feb 2b479b48187c0495 558c496b5ddd226b fd862944dd562398 4e288e1a4bddaad6 dbca8eb6fef51c5d 7d9069f2d6135622 4ffa03a0306e3231 3ca630f1e7d9f947 6d08b74889ff545d c03acdd36704d347 2dfdba2b1dd46a3f ae4d310b7de871b7 f7ad02bba5989517 63f30966631cf249 3aa6375f7b6c3138 acc4f4044fffa06d 70dc5335c5faf75b f23e055700be87d9 b3965083afe20150 be6fbd1c333405d1 58385335f4f3fa77 63142d77d8efbeca 6e4d90575a0cde5f f1b18b94c2d46b7b 7de860920407bb3f 646f6ae827d1b1ac 4e14ac083617e6c0 6905bfeb5a961886 057bb7e7c8c8f293 fa1bf1e4f564451c 4388c241b49b40c9 422d569e6c83a240 06e98d97603666c3 4d627c1291176d8a debcaf1b18d5ba10 7a5f11ce073e8eb2 ae59184f07764d47 4818b98ca9108493 fdbbcafcd997b992 d5394cf5ae9db5b8
